source_file,battery_id,start_time,ambient_temperature,charge_duration,max_temp_charge
01759.csv,B0042,[2010.      6.     26.     21.     11.     21.39],4,10803.047000000006,8.768646460620156
01762.csv,B0042,[2.0100e+03 6.0000e+00 2.7000e+01 2.0000e+00 2.2000e+01 1.3843e+01],4,10802.312,11.229997559633148
01764.csv,B0042,[2.01e+03 6.00e+00 2.70e+01 6.00e+00 5.70e+01 5.15e-01],4,10802.484,11.115515758610975
01766.csv,B0042,[2010.       6.      27.      11.      31.      20.968],4,10802.266,10.525460128212492
01768.csv,B0042,[2010.       6.      27.      16.       5.      16.625],4,10803.234,12.559137589831142
01771.csv,B0042,[2010.      6.     27.     21.     14.     40.64],4,10807.89,8.774827840178588
01774.csv,B0042,[2.0100e+03 6.0000e+00 2.8000e+01 2.0000e+00 2.3000e+01 3.4531e+01],4,10803.938,12.584127275687871
01776.csv,B0042,[2010.       6.      28.       6.      56.      15.671],4,10807.062,12.385617234938117
01778.csv,B0042,[2010.       6.      28.      11.      28.      20.734],4,10806.157,12.311188659149154
01780.csv,B0042,[2010.       6.      28.      15.      59.      45.656],4,10804.781,12.083581753795514
01783.csv,B0042,[2010.       6.      28.      21.       6.      40.062],4,10808.187000000004,8.83100668779785
01786.csv,B0042,[2.0100e+03 6.0000e+00 2.9000e+01 2.0000e+00 1.3000e+01 2.3796e+01],4,10805.625,12.30790672691502
01788.csv,B0042,[2010.     6.    29.     6.    43.    33.5],4,10805.5,11.758439453700104
01790.csv,B0042,[2010.       6.      29.      11.      13.      20.578],4,10803.016,11.252606050678244
01792.csv,B0042,[2010.      6.     29.     15.     42.     37.75],4,10803.875,12.481310536742583
01795.csv,B0042,[2010.       6.      29.      20.      47.      12.671],4,10807.344,8.773483394016624
01798.csv,B0042,[2.0100e+03 6.0000e+00 3.0000e+01 1.0000e+00 5.1000e+01 5.2468e+01],4,10805.812,12.81776652320136
01800.csv,B0042,[2010.       6.      30.       6.      20.       3.859],4,10804.172,12.61372040068924
01802.csv,B0042,[2010.       6.      30.      10.      47.      43.109],4,10803.296,12.637625360495532
01804.csv,B0042,[2010.      6.     30.     15.     14.     54.75],4,9991.187,12.792629604159478
01807.csv,B0034,[2009.      6.     19.     18.     25.     58.64],24,10804.687,29.372963987655265
01810.csv,B0034,[2009.       6.      19.      22.      58.      30.843],24,10804.797000000006,28.583837820755704
01812.csv,B0034,[2.0090e+03 6.0000e+00 2.0000e+01 2.0000e+00 5.5000e+01 2.5265e+01],24,10742.266,28.491558275181745
01814.csv,B0034,[2009.       6.      20.       6.      51.      23.171],24,10680.516,28.338738786500556
01816.csv,B0034,[2009.       6.      20.      10.      46.       8.984],24,10805.453,27.90885991658089
01819.csv,B0034,[2009.       6.      20.      15.      18.      25.765],24,10807.953,27.197561383942467
01822.csv,B0034,[2009.       6.      20.      19.      50.      37.765],24,10807.078,27.345503003886037
01824.csv,B0034,[2009.       6.      20.      23.      47.       6.421],24,10808.171000000002,27.72133532461763
01826.csv,B0034,[2009.       6.      21.       3.      43.      37.421],24,10806.641,27.65785315551085
01828.csv,B0034,[2.009e+03 6.000e+00 2.100e+01 7.000e+00 4.000e+01 1.625e+00],24,10807.39,27.53590103541909
01831.csv,B0034,[2009.       6.      21.      12.      12.       7.046],24,10808.203,26.974750692293178
01834.csv,B0034,[2009.       6.      21.      16.      44.      12.312],24,10805.781,27.744542015837293
01836.csv,B0034,[2009.       6.      21.      20.      40.      28.906],24,10808.015,27.55331616636831
01838.csv,B0034,[2009.       6.      22.       0.      36.      42.578],24,10807.844,27.521885294099267
01840.csv,B0034,[2009.      6.     22.      4.     32.     51.75],24,10807.343,27.479490843685756
01843.csv,B0034,[2009.       6.      22.       9.       4.      49.718],24,10806.468,27.97975796544514
01846.csv,B0034,[2009.       6.      22.      13.      36.      56.609],24,10809.094,28.96030799773606
01848.csv,B0034,[2009.       6.      22.      17.      33.      30.843],24,10807.516,29.77997394980522
01850.csv,B0034,[2009.       6.      22.      21.      29.      47.796],24,10807.766000000003,28.216048361628587
01852.csv,B0034,[2.0090e+03 6.0000e+00 2.3000e+01 1.0000e+00 2.5000e+01 5.0515e+01],24,10805.969,27.70883487922273
01855.csv,B0034,[2009.       6.      23.       5.      57.      28.093],24,10781.344,27.0822492246466
01859.csv,B0034,[2009.       6.      26.      17.       0.      29.625],24,10500.75,30.12254263332276
01862.csv,B0034,[2.009e+03 6.000e+00 2.600e+01 2.100e+01 2.800e+01 1.531e+00],24,10759.047000000006,28.59284904631337
01864.csv,B0034,[2.0090e+03 6.0000e+00 2.7000e+01 1.0000e+00 2.3000e+01 5.9218e+01],24,10808.219,28.110422789199703
01866.csv,B0034,[2009.       6.      27.       5.      20.      35.984],24,10806.25,28.006574752367644
01868.csv,B0034,[2009.      6.     27.      9.     17.      4.25],24,10807.046,28.141616003000056
01871.csv,B0034,[2009.       6.      27.      13.      49.       9.515],24,10807.812,28.334376455527924
01874.csv,B0034,[2009.       6.      27.      18.      21.      18.234],24,10794.063,28.83621566271853
01876.csv,B0034,[2009.       6.      27.      22.      17.      17.406],24,10807.437999999996,28.42310623357721
01878.csv,B0034,[2.0090e+03 6.0000e+00 2.8000e+01 2.0000e+00 1.3000e+01 3.0812e+01],24,10807.515,27.913258559014
01880.csv,B0034,[2009.       6.      28.       6.       9.      35.093],24,10801.0,27.717878582639838
01883.csv,B0034,[2009.       6.      28.      10.      41.       7.187],24,10808.875,27.949477378258614
01886.csv,B0034,[2009.       6.      28.      15.      12.      50.796],24,10762.766,28.543414181597885
01888.csv,B0034,[2.009e+03 6.000e+00 2.800e+01 1.900e+01 8.000e+00 6.710e-01],24,10727.078,28.23214467008892
01890.csv,B0034,[2.0090e+03 6.0000e+00 2.8000e+01 2.3000e+01 2.0000e+00 2.7281e+01],24,10807.75,27.88996424811905
01892.csv,B0034,[2.0090e+03 6.0000e+00 2.9000e+01 2.0000e+00 5.8000e+01 1.3109e+01],24,10788.031,27.959187519539444
01895.csv,B0034,[2009.      6.     29.      7.     29.     18.39],24,10810.422,28.120252176395987
01898.csv,B0034,[2.009e+03 6.000e+00 2.900e+01 1.200e+01 1.000e+00 7.828e+00],24,10651.297,29.927497267927457
01900.csv,B0034,[2009.       6.      29.      15.      54.      32.859],24,10503.469,30.712370165652672
01902.csv,B0034,[2009.      6.     29.     19.     45.     14.39],24,10696.625,29.25164232556578
01904.csv,B0034,[2009.       6.      29.      23.      38.      55.953],24,10591.812000000004,28.350494211129277
01907.csv,B0034,[2009.       6.      30.       4.       6.      30.343],24,10767.687,27.81547820779068
01911.csv,B0034,[2.0090e+03 7.0000e+00 1.0000e+00 1.2000e+01 4.5000e+01 3.4265e+01],24,10543.359,29.751172971480635
01914.csv,B0034,[2.009e+03 7.000e+00 1.000e+00 1.700e+01 1.300e+01 7.140e+00],24,10542.234,30.55873501449233
01916.csv,B0034,[2.0090e+03 7.0000e+00 1.0000e+00 2.1000e+01 4.0000e+00 4.6796e+01],24,4952.234,29.871807784395592
01919.csv,B0034,[2.009e+03 7.000e+00 1.400e+01 1.700e+01 5.200e+01 5.310e-01],24,10489.172,31.439474903699647
01922.csv,B0034,[2009.       7.      14.      22.      18.      36.765],24,10585.468999999996,29.59597387827424
01924.csv,B0034,[2.0090e+03 7.0000e+00 1.5000e+01 2.0000e+00 1.0000e+01 4.7203e+01],24,10624.344,29.075814460895494
01926.csv,B0034,[2009.       7.      15.       6.       3.      37.218],24,10808.781,28.798539713425413
01928.csv,B0034,[2009.       7.      15.       9.      59.      39.609],24,10616.407,29.9703216761573
01931.csv,B0034,[2009.       7.      15.      14.      28.      16.687],24,10536.312,30.81253451193252
01934.csv,B0034,[2009.       7.      15.      18.      55.      33.765],24,10560.766,30.023428618453263
01936.csv,B0034,[2009.      7.     15.     22.     47.     13.64],24,10591.016000000003,29.53774259658522
01938.csv,B0034,[2.0090e+03 7.0000e+00 1.6000e+01 2.0000e+00 3.9000e+01 1.9406e+01],24,10619.391,29.329273473700887
01940.csv,B0034,[2009.       7.      16.       6.      31.      53.453],24,10570.531,29.74856021412648
01943.csv,B0034,[2009.       7.      16.      10.      59.      21.234],24,10776.312,30.129501556451853
01946.csv,B0034,[2009    7   16   15   30   28],24,10466.766,31.274534307654275
01948.csv,B0034,[2009.       7.      16.      19.      20.      31.781],24,10605.265,29.89382240406104
01950.csv,B0034,[2009.       7.      16.      23.      12.      40.484],24,10603.125,28.903082088944664
01952.csv,B0034,[2009.       7.      17.       3.       4.      30.531],24,10606.375,28.61424190872282
01955.csv,B0034,[2009.      7.     17.      7.     32.      9.64],24,10776.875,28.16260159237938
01958.csv,B0034,[2.0090e+03 7.0000e+00 1.7000e+01 1.2000e+01 2.0000e+00 5.9515e+01],24,10545.562,30.39809176510868
01960.csv,B0034,[2009.       7.      17.      15.      54.      10.468],24,10429.0,31.413772593800065
01962.csv,B0034,[2009.       7.      17.      19.      43.      16.218],24,10565.141,29.70028157021278
01964.csv,B0034,[2009.       7.      17.      23.      34.      22.421],24,10601.171000000002,28.751953670864832
01967.csv,B0034,[2.0090e+03 7.0000e+00 1.8000e+01 4.0000e+00 1.0000e+00 4.9984e+01],24,10754.719,28.185673612742317
01971.csv,B0034,[2009.       7.      23.      11.      55.      21.953],24,10584.188,29.94496802575635
01974.csv,B0034,[2009.       7.      23.      16.      23.      40.343],24,10464.969,30.828290786689948
01976.csv,B0034,[2009.       7.      23.      20.      13.      45.296],24,10569.391,29.411700195395408
01978.csv,B0034,[2009.       7.      24.       0.       5.      23.906],24,10571.078,28.639264730153812
01980.csv,B0034,[2009.       7.      24.       3.      56.      50.546],24,10625.235,28.3515073701193
01983.csv,B0034,[2009.       7.      24.       8.      24.      55.609],24,10745.625,28.047932733497248
01986.csv,B0034,[2009.       7.      24.      12.      55.      11.375],24,10181.329,30.025271589322298
01988.csv,B0034,[2009.       7.      24.      16.      40.      21.187],24,10451.172,31.02465378330814
01990.csv,B0034,[2009.       7.      24.      20.      29.      43.093],24,10622.0,28.91872679729345
01992.csv,B0034,[2009.       7.      25.       0.      21.      50.109],24,10618.156,28.386287519517424
01995.csv,B0034,[2009.       7.      25.       4.      49.      26.625],24,10808.063,27.676743692894064
01998.csv,B0034,[2009.       7.      25.       9.      20.      20.984],24,10685.218,28.200897240929432
02000.csv,B0034,[2009.       7.      25.      13.      13.      17.203],24,10707.359,27.96513667584149
02002.csv,B0034,[2009.       7.      25.      17.       6.      32.296],24,10745.422,27.98262188236681
02004.csv,B0034,[2009.       7.      25.      21.       0.      19.875],24,10771.906000000004,27.96594062351343
02007.csv,B0034,[2.0090e+03 7.0000e+00 2.6000e+01 1.0000e+00 3.0000e+01 1.5437e+01],24,10787.235,27.654894823958504
02010.csv,B0034,[2009.       7.      26.       6.       0.      25.062],24,10792.047,27.94066063479116
02012.csv,B0034,[2009.       7.      26.       9.      54.      53.843],24,10773.047,28.03587445228789
02014.csv,B0034,[2009.      7.     26.     13.     48.     59.14],24,10769.843,27.910275131247783
02016.csv,B0034,[2009.       7.      26.      17.      42.      54.921],24,10775.547,27.868727618559404
02019.csv,B0034,[2009.       7.      26.      22.      12.      41.312],24,10812.718999999996,27.57807960927359
02022.csv,B0034,[2.009e+03 7.000e+00 2.700e+01 2.000e+00 4.300e+01 1.275e+01],24,10757.516,27.9305950962373
02024.csv,B0034,[2009.       7.      27.       6.      36.      51.968],24,10744.219,28.21113574648342
02026.csv,B0034,[2009.       7.      27.      10.      30.      25.593],24,10683.484,29.050648499057505
02028.csv,B0034,[2009.       7.      27.      14.      23.       4.968],24,10618.578,29.6731704958815
02031.csv,B0034,[2009.      7.     27.     18.     50.     36.25],24,10812.922,28.727288885086026
02034.csv,B0034,[2009.       7.      27.      23.      21.       6.125],24,10742.593999999996,28.104319166758767
02036.csv,B0034,[2009.       7.      28.       3.      14.      13.296],24,10811.156,27.66000687254002
02038.csv,B0034,[2009.       7.      28.       7.       8.      23.984],24,10808.406,27.4442167862044
02040.csv,B0034,[2.0090e+03 7.0000e+00 2.8000e+01 1.1000e+01 2.0000e+00 5.1093e+01],24,10785.266,28.70527041068156
02043.csv,B0034,[2009.       7.      28.      15.      32.      40.171],24,10777.656,29.29225463448444
02046.csv,B0034,[2.0090e+03 7.0000e+00 2.8000e+01 2.0000e+01 2.0000e+00 2.8625e+01],24,10717.719,28.88916604983572
02048.csv,B0034,[2009.       7.      28.      23.      55.       8.765],24,10795.0,27.819854549289648
02050.csv,B0034,[2009.       7.      29.       3.      48.      56.265],24,10810.0,27.747495083889987
02052.csv,B0034,[2009.       7.      29.       7.      42.      54.859],24,10812.297,28.07175649330792
02055.csv,B0034,[2009.       7.      29.      12.      13.       5.843],24,10813.297,29.07697272199661
02058.csv,B0034,[2009.       7.      29.      16.      43.      31.062],24,10572.094,30.279071618499568
02060.csv,B0034,[2009.       7.      29.      20.      33.      51.328],24,10745.296,28.8160102899298
02062.csv,B0034,[2009.       7.      30.       0.      26.      46.296],24,10810.547,27.89997576940428
02064.csv,B0034,[2009.       7.      30.       4.      20.      49.968],24,10810.781,27.768875180941077
02067.csv,B0034,[2009.       7.      30.       8.      50.      38.578],24,10811.64,28.09099753361515
02070.csv,B0034,[2009.       7.      30.      13.      20.      56.406],24,10607.422,30.03436620964584
02072.csv,B0034,[2009.       7.      30.      17.      11.      57.546],24,10584.0,30.553786552787983
02074.csv,B0034,[2.0090e+03 7.0000e+00 3.0000e+01 2.1000e+01 2.0000e+00 1.4578e+01],24,10770.858999999997,29.119879115993268
02076.csv,B0034,[2009.       7.      31.       0.      55.      17.093],24,10789.422,28.143645229053977
02079.csv,B0034,[2009.       7.      31.       5.      24.      22.937],24,10811.891,27.489414461613656
02082.csv,B0034,[2009.       7.      31.       9.      54.      14.234],24,3379.656,29.05967019431641
02085.csv,B0034,[2009.       7.      31.      17.      33.      22.078],24,10344.968,30.49471323756397
02088.csv,B0034,[2009.       7.      31.      21.      55.      46.796],24,10651.062000000004,29.341279304557663
02090.csv,B0034,[2.009e+03 8.000e+00 1.000e+00 1.000e+00 4.700e+01 4.312e+00],24,10701.828,28.739053749456403
02092.csv,B0034,[2.009e+03 8.000e+00 1.000e+00 5.000e+00 3.900e+01 3.120e-01],24,10816.234,28.58854731749814
02094.csv,B0034,[2.0090e+03 8.0000e+00 1.0000e+00 9.0000e+00 3.2000e+01 4.5984e+01],24,10764.218,28.418410849582006
02097.csv,B0034,[2.0090e+03 8.0000e+00 1.0000e+00 1.4000e+01 1.0000e+00 2.5312e+01],24,10807.375,28.03768217547054
02100.csv,B0034,[2.0090e+03 8.0000e+00 1.0000e+00 1.8000e+01 3.0000e+01 4.4968e+01],24,10706.156,28.39372504933025
02102.csv,B0034,[2.0090e+03 8.0000e+00 1.0000e+00 2.2000e+01 2.2000e+01 3.4843e+01],24,10763.452999999994,28.350528433313634
02104.csv,B0034,[2.009e+03 8.000e+00 2.000e+00 2.000e+00 1.500e+01 9.171e+00],24,10815.579,28.320155403944597
02106.csv,B0034,[2.0090e+03 8.0000e+00 2.0000e+00 6.0000e+00 8.0000e+00 4.1656e+01],24,10810.235,28.27290826982785
02109.csv,B0034,[2.0090e+03 8.0000e+00 2.0000e+00 1.0000e+01 3.7000e+01 5.8593e+01],24,10811.25,27.89674520818658
02112.csv,B0034,[2.0090e+03 8.0000e+00 2.0000e+00 1.5000e+01 7.0000e+00 1.8093e+01],24,10812.766,28.42982891586745
02114.csv,B0034,[2.0090e+03 8.0000e+00 2.0000e+00 1.9000e+01 0.0000e+00 3.9468e+01],24,10807.047,28.3613806315616
02116.csv,B0034,[2.0090e+03 8.0000e+00 2.0000e+00 2.2000e+01 5.3000e+01 4.3218e+01],24,10815.985,28.31631568903409
02118.csv,B0034,[2.009e+03 8.000e+00 3.000e+00 2.000e+00 4.700e+01 5.150e-01],24,10815.203,28.318765239777463
02121.csv,B0034,[2009.       8.       3.       7.      16.       4.218],24,10812.266,27.81589354610109
02124.csv,B0034,[2009.       8.       3.      11.      45.      39.265],24,10631.063,30.37951564777932
02126.csv,B0034,[2009.       8.       3.      15.      36.      25.093],24,10815.844,30.63323993060825
02128.csv,B0034,[2009.       8.       3.      19.      30.       6.687],24,10811.531,29.59979459591221
02130.csv,B0034,[2009.       8.       3.      23.      23.      20.781],24,10810.342999999992,28.831431552885203
02133.csv,B0034,[2009.       8.       4.       3.      52.      16.765],24,10810.109,28.070561209971174
02137.csv,B0034,[2009.       8.       5.      12.      16.       5.781],24,10787.516,29.220913097954664
02140.csv,B0034,[2009.       8.       5.      16.      45.      40.718],24,10668.625,30.577811591675385
02142.csv,B0034,[2009.       8.       5.      20.      37.       9.671],24,10815.344,29.162876187613985
02144.csv,B0034,[2009.       8.       6.       0.      30.      42.343],24,10814.062,28.69386007905086
02146.csv,B0034,[2009.       8.       6.       4.      24.       5.078],24,10638.484,28.505969495431096
02149.csv,B0034,[2009.       8.       6.       8.      50.      10.984],24,10666.125,28.390767339648487
02152.csv,B0034,[2009.       8.       6.      13.      17.       4.312],24,10496.344,29.88083155112036
02154.csv,B0034,[2009.       8.       6.      17.       5.      18.687],24,10455.453,30.319966312917305
02156.csv,B0034,[2009.       8.       6.      20.      52.      26.765],24,10542.188,29.10336166281973
02158.csv,B0034,[2009.       8.       7.       0.      40.      51.984],24,10682.156,28.407140284025004
02161.csv,B0034,[2009.       8.       7.       5.       7.      21.093],24,10794.25,27.9400727991696
02164.csv,B0034,[2009.       8.       7.       9.      35.      47.859],24,10508.656,29.40774060903177
02166.csv,B0034,[2009.       8.       7.      13.      23.      52.437],24,10531.406,30.023705218468404
02168.csv,B0034,[2009.       8.       7.      17.      12.      32.781],24,10811.484,30.797548269130125
02170.csv,B0034,[2009.       8.       7.      21.       5.      28.578],24,10810.406000000004,29.44765301458684
02173.csv,B0034,[2.0090e+03 8.0000e+00 8.0000e+00 1.0000e+00 3.3000e+01 5.3015e+01],24,10812.828,28.39539943796051
02176.csv,B0034,[2.0090e+03 8.0000e+00 8.0000e+00 6.0000e+00 2.0000e+00 1.1484e+01],24,10816.953,28.3915110992749
02178.csv,B0034,[2009.      8.      8.      9.     54.     44.14],24,10816.0,28.40558171756178
02180.csv,B0034,[2009.       8.       8.      13.      47.       5.281],24,10812.969,28.483189872164385
02182.csv,B0034,[2009.       8.       8.      17.      39.      14.687],24,10810.235,28.50031227155235
02185.csv,B0034,[2009.     8.     8.    22.     7.    14.5],24,10812.327999999994,27.866359739668077
02189.csv,B0034,[2009.       8.      17.      14.      36.      33.453],24,10813.078,30.883774526382258
02192.csv,B0034,[2009.       8.      17.      19.       6.      48.687],24,10718.25,30.223058879720817
02194.csv,B0034,[2009.       8.      17.      22.      59.      22.265],24,10813.672000000006,29.409053130635236
02196.csv,B0034,[2.0090e+03 8.0000e+00 1.8000e+01 2.0000e+00 5.3000e+01 2.0906e+01],24,10813.625,28.948272409987364
02198.csv,B0034,[2009.       8.      18.       6.      47.       7.906],24,10814.219,28.83868366160787
02201.csv,B0034,[2009.      8.     18.     11.     16.     57.75],24,10816.469,29.740083462242115
02204.csv,B0034,[2009.       8.      18.      15.      46.      59.359],24,10616.703,30.70421153367994
02206.csv,B0034,[2009.       8.      18.      19.      37.      31.843],24,10817.984,29.02521840733593
02208.csv,B0034,[2009.       8.      18.      23.      30.      58.312],24,10812.358999999997,28.44536694853131
02210.csv,B0034,[2009.      8.     19.      3.     24.      8.89],24,10818.204,28.247691489373256
02213.csv,B0034,[2009.       8.      19.       7.      53.      14.718],24,10813.203,28.40957014125965
02216.csv,B0034,[2009.       8.      19.      12.      22.      31.687],24,10812.969,29.355584778577256
02218.csv,B0034,[2009.       8.      19.      16.      15.      46.875],24,10818.125,29.824545978685347
02220.csv,B0034,[2009.      8.     19.     20.      9.      6.89],24,10815.469,29.096526653415136
02222.csv,B0034,[2.009e+03 8.000e+00 2.000e+01 0.000e+00 2.000e+00 2.593e+00],24,10815.516,28.40211580135686
02225.csv,B0034,[2009.       8.      20.       4.      30.      50.218],24,10811.14,27.757781953931683
02228.csv,B0034,[2009.       8.      20.       8.      59.      28.296],24,10812.468,28.297181357120337
02230.csv,B0034,[2009.       8.      20.      12.      52.      27.468],24,10678.937,29.56794699249221
02232.csv,B0034,[2009.       8.      20.      16.      43.       8.046],24,10678.609,30.01902132785768
02234.csv,B0034,[2009.       8.      20.      20.      33.      39.812],24,10814.265,29.07690186728068
02237.csv,B0034,[2.009e+03 8.000e+00 2.100e+01 1.000e+00 2.000e+00 8.109e+00],24,10814.5,27.93501503597674
02241.csv,B0034,[2009.       8.      21.      19.      26.      46.671],24,10813.187,29.129466378964977
02244.csv,B0034,[2009.       8.      21.      23.      55.      20.484],24,10817.047000000006,28.366383787404736
02246.csv,B0034,[2009.       8.      22.       3.      47.      50.937],24,10818.532,28.19915001562925
02248.csv,B0034,[2009.       8.      22.       7.      40.       9.781],24,10818.734,28.12911828022572
02250.csv,B0034,[2009.       8.      22.      11.      32.      21.015],24,10815.032,27.998881711525605
02253.csv,B0034,[2009.       8.      22.      16.       0.      27.859],24,10812.547,27.864731290768127
02256.csv,B0034,[2009.       8.      22.      20.      28.      32.062],24,10817.422,28.15795871697133
02258.csv,B0034,[2009.       8.      23.       0.      20.      41.046],24,10812.734,28.087054174457897
02260.csv,B0034,[2009.       8.      23.       4.      12.      36.468],24,10812.219,28.071082800827977
02262.csv,B0034,[2009.       8.      23.       8.       4.      19.531],24,10816.39,28.092334959783376
02265.csv,B0034,[2009.       8.      23.      12.      32.       3.093],24,10815.938,27.562195755298923
02268.csv,B0034,[2009.       8.      23.      16.      59.      46.156],24,10815.407,28.017070607592643
02270.csv,B0034,[2009.      8.     23.     20.     51.     14.89],24,10816.734,27.961190883201184
02272.csv,B0034,[2009.       8.      24.       0.      42.      30.015],24,10811.922,27.9600446474819
02274.csv,B0034,[2009.       8.      24.       4.      33.      32.734],24,10818.797,28.0526801766376
02277.csv,B0034,[2009.       8.      24.       9.       0.      42.171],24,10814.703,28.54360361820866
02280.csv,B0034,[2009.       8.      24.      13.      28.      37.031],24,10818.328,30.51815954442633
02282.csv,B0034,[2009.       8.      24.      17.      20.      29.984],24,10811.765,30.48064326129801
02284.csv,B0034,[2009.       8.      24.      21.      11.      46.656],24,10815.328999999998,29.43668309674691
02286.csv,B0034,[2.0090e+03 8.0000e+00 2.5000e+01 1.0000e+00 2.0000e+00 3.7531e+01],24,10815.813,28.84099114965895
02289.csv,B0034,[2009.      8.     25.      5.     29.     20.39],24,10818.14,27.979982751718293
02293.csv,B0038,[2010.       4.      14.      17.      37.      11.265],24,10573.281,28.89462899623344
02296.csv,B0038,[2010.       4.      14.      21.      36.      20.609],24,10806.983999999997,37.05865974695232
02298.csv,B0038,[2.0100e+03 4.0000e+00 1.5000e+01 1.0000e+00 3.0000e+00 3.1015e+01],24,10806.125,36.18433435638198
02300.csv,B0038,[2010.       4.      15.       4.      30.      29.515],24,10806.219,35.70860485776338
02302.csv,B0038,[2010.       4.      15.       7.      57.      17.515],24,10805.219,35.81115551835942
02305.csv,B0038,[2010.       4.      15.      11.      59.      29.078],24,10807.094,28.43045516039132
02309.csv,B0038,[2010.       4.      16.      13.      11.      35.703],24,10806.5,28.590584510315345
02312.csv,B0038,[2010.       4.      16.      17.      13.      49.265],24,10805.484,36.67454418990888
02314.csv,B0038,[2.01e+03 4.00e+00 1.60e+01 2.00e+01 4.00e+01 1.75e+00],24,10806.625,36.32489487405469
02316.csv,B0038,[2010.       4.      17.       0.       5.      52.375],24,10808.453,36.69715576831203
02318.csv,B0038,[2010.       4.      17.       3.      31.      41.546],24,10805.343,37.15170959157547
02321.csv,B0038,[2.01e+03 4.00e+00 1.70e+01 7.00e+00 3.30e+01 3.10e-02],24,10805.765,28.67314007197691
02325.csv,B0038,[2010.      4.     21.     16.     15.      8.89],44,9431.187,47.6765392618902
02328.csv,B0038,[2010.       4.      21.      21.      20.       8.062],44,9354.125,48.24340132690197
02330.csv,B0038,[2.010e+03 4.000e+00 2.200e+01 1.000e+00 4.800e+01 2.578e+00],44,9684.859,48.236747217172166
02332.csv,B0038,[2010.       4.      22.       6.      21.      26.218],44,9398.093,48.2574710879629
02334.csv,B0038,[2010.       4.      22.      10.      49.      53.203],44,9448.985,48.20714806723598
02337.csv,B0038,[2010.       4.      22.      15.      55.       5.187],44,9396.0,47.59715337670541
02341.csv,B0038,[2010.       4.      23.      19.      17.      17.953],44,9409.969,47.71872183254612
02344.csv,B0038,[2010.       4.      24.       0.      21.      39.015],44,9368.047,48.21679834737287
02346.csv,B0038,[2010.       4.      24.       4.      49.      39.921],44,9400.125,48.12713610983615
02348.csv,B0038,[2010.       4.      24.       9.      18.      11.328],44,9433.39,48.07125260585439
02350.csv,B0038,[2010.       4.      24.      13.      47.      11.187],44,9381.859,48.06324754123987
02353.csv,B0038,[2010.       4.      24.      18.      50.      52.015],44,9474.5,47.50495305436405
02356.csv,B0038,[2.010e+03 4.000e+00 2.400e+01 2.300e+01 5.600e+01 1.906e+00],44,9408.218999999996,48.17672530756938
02358.csv,B0038,[2010.       4.      25.       4.      24.      28.203],44,9408.875,48.16486624481395
02360.csv,B0038,[2010.       4.      25.       8.      52.      42.531],44,9432.687,48.08123632284402
02362.csv,B0038,[2010.       4.      25.      13.      21.      18.453],44,9471.735,48.08043668219138
02365.csv,B0038,[2010.       4.      25.      18.      26.      16.593],44,9526.234,47.49175797835476
02368.csv,B0038,[2.01e+03 4.00e+00 2.50e+01 2.30e+01 3.20e+01 5.31e-01],44,9971.717999999992,48.19292695436639
02370.csv,B0038,[2010.       4.      26.       4.       9.      40.156],44,9591.875,48.1771261616083
02372.csv,B0038,[2010.       4.      26.       8.      40.      56.187],44,9518.188,48.1969597233886
02374.csv,B0038,[2010.       4.      26.      13.      10.      50.468],44,9546.937,48.24855941263424
02377.csv,B0038,[2010.      4.     26.     18.     16.     51.14],44,9686.781,47.5856238800257
02380.csv,B0038,[2010.       4.      26.      23.      25.       3.734],44,9566.5,48.43963092427312
02382.csv,B0038,[2010.       4.      27.       3.      55.      37.234],44,9556.735,48.35915596808749
02384.csv,B0038,[2010.       4.      27.       8.      25.      55.031],44,9634.469,48.29259210800302
02386.csv,B0038,[2010.       4.      27.      12.      57.      30.421],44,9887.515,48.30379560063809
02389.csv,B0038,[2010.       4.      27.      18.       9.       3.375],44,9817.796,47.54701802671315
02393.csv,B0038,[2010.       4.      28.      14.      52.      55.562],44,9363.235,47.5492934867473
02396.csv,B0038,[2010.       4.      28.      19.       0.      20.687],44,9343.531,53.98945112664698
02398.csv,B0038,[2010.       4.      28.      22.      31.      34.312],44,9346.89,54.07834619272708
02400.csv,B0038,[2.0100e+03 4.0000e+00 2.9000e+01 2.0000e+00 2.0000e+00 3.8281e+01],44,9330.485,54.004030748237554
02402.csv,B0038,[2010.       4.      29.       5.      33.      24.531],44,9391.578,54.11121073259171
02405.csv,B0038,[2010.       4.      29.       9.      40.      47.281],44,9479.703,47.44710690965051
02409.csv,B0038,[2010.       5.       4.      14.      24.       3.921],44,8733.172,47.59500992926012
02412.csv,B0038,[2010.       5.       4.      17.      52.      57.984],44,3171.625,68.48251278043713
02415.csv,B0033,[2009.      6.     19.     18.     25.     58.64],24,10804.687,29.248668936056312
02418.csv,B0033,[2009.       6.      19.      22.      58.      30.843],24,10804.797000000006,27.83350893576499
02420.csv,B0033,[2.0090e+03 6.0000e+00 2.0000e+01 2.0000e+00 5.5000e+01 2.5265e+01],24,10742.266,28.349790188142716
02422.csv,B0033,[2009.       6.      20.       6.      51.      23.171],24,10680.516,28.202231824821716
02424.csv,B0033,[2009.       6.      20.      10.      46.       8.984],24,10805.453,27.91186860161207
02427.csv,B0033,[2009.       6.      20.      15.      18.      25.765],24,10807.953,27.373762514812015
